"long","lat","cluster_id","add.data"
510,170,18,2387
510,171,18,1840
510,172,18,5698
510,173,18,7381
510,174,18,3424
510,176,18,5193
510,177,18,1804
510,178,18,2135
510,179,18,2001
510,180,18,6447
510,181,18,7635
510,182,18,4627
510,183,18,1227
510,185,18,3208
510,186,18,6540
510,187,18,5050
510,188,18,3942
510,189,18,3433
510,190,18,4686
510,191,18,1819
510,192,18,1525
510,193,18,2765
510,194,18,2228
510,195,18,6295
510,196,18,6506
510,197,18,5711
510,198,18,7425
510,199,18,4820
510,200,18,5485
510,201,18,3769
511,163,18,1159
511,164,18,4157
511,165,18,3945
511,166,18,3426
511,169,18,1941
511,171,18,2655
511,172,18,2444
511,173,18,4044
511,174,18,1762
511,175,18,4590
511,176,18,6695
511,177,18,4475
511,178,18,4259
511,179,18,5502
511,180,18,4054
511,181,18,5588
511,182,18,8379
511,183,18,4164
511,184,18,1153
511,185,18,3215
511,186,18,5705
511,187,18,5162
511,188,18,4375
511,189,18,3449
511,190,18,4274
511,191,18,1233
511,192,18,5248
511,193,18,3834
511,194,18,2969
511,195,18,3104
511,196,18,4317
511,197,18,2938
511,198,18,5681
511,199,18,4604
511,200,18,3925
511,201,18,1352
512,153,18,1357
512,154,18,1476
512,155,18,1087
512,164,18,1340
512,165,18,1170
512,167,18,1404
512,168,18,2055
512,169,18,1138
512,170,18,4390
512,171,18,6555
512,172,18,5699
512,173,18,3748
512,174,18,4122
512,175,18,9355
512,176,18,7434
512,177,18,6009
512,178,18,8345
512,179,18,7709
512,180,18,12237
512,181,18,5325
512,182,18,8608
512,183,18,5013
512,184,18,4893
512,185,18,6142
512,186,18,7958
512,187,18,5851
512,188,18,5640
512,189,18,3842
512,190,18,2877
512,191,18,3214
512,192,18,1821
512,193,18,2774
512,194,18,1500
512,195,18,3342
512,196,18,1785
512,197,18,2426
512,198,18,1008
512,199,18,2390
512,200,18,1585
513,154,18,2536
513,155,18,1934
513,164,18,1416
513,167,18,2742
513,168,18,5231
513,169,18,3509
513,170,18,4608
513,171,18,3006
513,172,18,3708
513,173,18,5354
513,174,18,8684
513,175,18,10061
513,176,18,6151
513,177,18,4426
513,178,18,2784
513,179,18,3464
513,180,18,6528
513,181,18,9522
513,182,18,7641
513,183,18,4379
513,184,18,5590
513,185,18,7638
513,186,18,7645
513,187,18,6719
513,188,18,6889
513,189,18,3701
513,190,18,1398
513,191,18,3042
513,194,18,1626
513,195,18,4337
513,196,18,1135
514,154,18,1611
514,155,18,2236
514,156,18,2865
514,164,18,1448
514,165,18,1178
514,166,18,2218
514,167,18,1845
514,168,18,3753
514,169,18,1053
514,170,18,1969
514,171,18,4630
514,172,18,5526
514,173,18,6296
514,174,18,6423
514,175,18,7509
514,176,18,7806
514,177,18,1586
514,179,18,2418
514,180,18,2327
514,181,18,4325
514,182,18,5921
514,183,18,4556
514,184,18,5031
514,185,18,6298
514,186,18,6849
514,187,18,6082
514,188,18,7175
514,189,18,5412
514,190,18,7701
514,191,18,3142
514,194,18,4062
514,195,18,2226
515,156,18,1656
515,163,18,2631
515,164,18,1578
515,165,18,2666
515,166,18,2537
515,167,18,2943
515,168,18,1256
515,170,18,1852
515,171,18,7251
515,172,18,5292
515,173,18,6245
515,174,18,5255
515,175,18,4355
515,176,18,7496
515,177,18,3172
515,179,18,5318
515,180,18,7738
515,181,18,8893
515,182,18,3832
515,183,18,4348
515,184,18,2910
515,185,18,6385
515,186,18,2431
515,187,18,2722
515,188,18,8526
515,189,18,8601
515,190,18,8827
515,191,18,4687
515,192,18,1372
515,194,18,1617
516,156,18,2515
516,157,18,3063
516,158,18,1521
516,163,18,1432
516,165,18,1737
516,166,18,4044
516,167,18,1266
516,170,18,4676
516,171,18,4133
516,172,18,1991
516,173,18,5143
516,174,18,6806
516,175,18,5259
516,176,18,4591
516,177,18,3132
516,178,18,2630
516,179,18,10856
516,180,18,11247
516,181,18,6804
516,182,18,3239
516,183,18,4039
516,184,18,3096
516,185,18,7988
516,186,18,5033
516,187,18,2004
516,188,18,5809
516,189,18,6364
516,190,18,7510
516,191,18,3338
516,192,18,3024
517,156,18,1937
517,157,18,2067
517,158,18,2545
517,163,18,2775
517,164,18,3673
517,165,18,1189
517,166,18,4338
517,167,18,6520
517,168,18,1974
517,169,18,3736
517,170,18,4332
517,171,18,4401
517,172,18,3319
517,173,18,1428
517,174,18,5556
517,177,18,5553
517,178,18,9014
517,179,18,8444
517,180,18,6214
517,181,18,7172
517,182,18,4628
517,183,18,5844
517,184,18,6906
517,185,18,8225
517,186,18,6750
517,187,18,4990
517,188,18,4713
517,189,18,8026
517,190,18,6962
517,191,18,4595
517,192,18,3866
518,157,18,1540
518,158,18,3136
518,159,18,1667
518,163,18,3687
518,164,18,5613
518,165,18,6429
518,166,18,5910
518,167,18,8546
518,168,18,7551
518,169,18,8035
518,170,18,8169
518,171,18,3257
518,174,18,7378
518,175,18,6692
518,176,18,2138
518,177,18,3469
518,178,18,4074
518,179,18,4325
518,180,18,6555
518,181,18,5053
518,182,18,4557
518,183,18,6598
518,184,18,9339
518,185,18,8612
518,186,18,6879
518,187,18,5717
518,188,18,7278
518,189,18,8752
518,190,18,6367
518,191,18,4636
518,192,18,5553
519,159,18,1674
519,160,18,2056
519,161,18,2312
519,163,18,2276
519,164,18,3406
519,165,18,3825
519,166,18,5032
519,167,18,4719
519,168,18,3920
519,169,18,8530
519,170,18,5316
519,174,18,1164
519,175,18,6821
519,176,18,5194
519,177,18,6383
519,178,18,4361
519,179,18,6610
519,180,18,6943
519,181,18,3942
519,182,18,1060
519,183,18,1614
519,184,18,6567
519,185,18,3786
519,186,18,5861
519,187,18,2383
519,188,18,4485
519,189,18,7579
519,190,18,9520
519,191,18,6436
519,192,18,5983
519,193,18,5068
520,159,18,1692
520,160,18,3498
520,161,18,4764
520,162,18,3216
520,163,18,3329
520,164,18,4433
520,165,18,1777
520,166,18,4556
520,167,18,3538
520,168,18,7029
520,169,18,4266
520,170,18,1158
520,171,18,1424
520,174,18,1528
520,175,18,8840
520,176,18,1509
520,177,18,5232
520,178,18,7857
520,179,18,11771
520,180,18,11013
520,181,18,7263
520,182,18,1561
520,183,18,3487
520,184,18,9549
520,185,18,3687
520,186,18,6814
520,187,18,7068
520,188,18,5826
520,189,18,6305
520,190,18,7595
520,191,18,8602
520,192,18,6266
520,193,18,3578
521,159,18,1527
521,160,18,4516
521,161,18,4049
521,162,18,4359
521,163,18,3797
521,164,18,4460
521,165,18,3646
521,166,18,4826
521,167,18,5484
521,168,18,6211
521,169,18,2316
521,171,18,1412
521,172,18,1007
521,173,18,1141
521,174,18,3571
521,175,18,6810
521,176,18,4499
521,177,18,3896
521,178,18,9276
521,179,18,11620
521,180,18,8906
521,181,18,5934
521,182,18,1326
521,183,18,13715
521,184,18,10514
521,185,18,6532
521,186,18,7397
521,187,18,1951
521,188,18,6409
521,189,18,6199
521,190,18,10477
521,191,18,5438
521,192,18,3573
521,193,18,1938
522,155,18,1119
522,156,18,1328
522,157,18,1813
522,158,18,1528
522,159,18,1336
522,160,18,1029
522,161,18,1057
522,162,18,2041
522,163,18,2783
522,164,18,5068
522,165,18,5953
522,166,18,5386
522,167,18,4155
522,168,18,4435
522,169,18,4477
522,170,18,1364
522,173,18,6806
522,174,18,5959
522,175,18,4768
522,176,18,3050
522,177,18,4752
522,178,18,7651
522,179,18,15284
522,180,18,15657
522,181,18,2388
522,182,18,2981
522,183,18,8318
522,184,18,12285
522,185,18,7499
522,186,18,6995
522,187,18,3345
522,188,18,7762
522,189,18,4415
522,190,18,2426
522,191,18,3070
522,192,18,1179
523,156,18,2654
523,157,18,4495
523,158,18,2381
523,159,18,2647
523,160,18,1266
523,162,18,1802
523,164,18,4388
523,165,18,5827
523,166,18,5700
523,167,18,3874
523,168,18,3875
523,169,18,7839
523,170,18,4166
523,171,18,1106
523,172,18,3131
523,173,18,4670
523,174,18,8488
523,175,18,10499
523,176,18,4319
523,177,18,9608
523,178,18,8917
523,179,18,16635
523,180,18,8701
523,181,18,11004
523,182,18,8731
523,183,18,9791
523,184,18,8130
523,185,18,11821
523,186,18,5497
523,187,18,3268
523,188,18,5878
523,189,18,8581
523,190,18,2452
523,191,18,3950
523,195,18,4527
523,196,18,2663
524,158,18,1417
524,159,18,2711
524,160,18,1425
524,161,18,1117
524,162,18,2357
524,163,18,4113
524,164,18,6060
524,165,18,5722
524,166,18,6104
524,167,18,3274
524,168,18,5568
524,169,18,6643
524,170,18,7046
524,171,18,3382
524,172,18,4006
524,173,18,10410
524,174,18,9812
524,175,18,5612
524,176,18,14445
524,177,18,18674
524,178,18,17306
524,179,18,9857
524,180,18,12423
524,181,18,18384
524,182,18,21440
524,183,18,10088
524,184,18,12923
524,185,18,8881
524,186,18,7992
524,187,18,7914
524,188,18,8958
524,189,18,4960
524,190,18,5615
524,191,18,3129
524,192,18,1312
524,195,18,5572
524,196,18,5365
524,197,18,1118
525,159,18,2631
525,160,18,2542
525,161,18,1268
525,162,18,5447
525,163,18,7396
525,164,18,7813
525,165,18,5812
525,166,18,5752
525,167,18,5339
525,168,18,5503
525,169,18,5388
525,170,18,10198
525,171,18,6832
525,172,18,7392
525,173,18,10098
525,174,18,10126
525,175,18,5322
525,176,18,12475
525,177,18,12575
525,178,18,19596
525,179,18,12714
525,180,18,13430
525,181,18,19018
525,182,18,20062
525,183,18,16099
525,184,18,13626
525,185,18,10918
525,186,18,4056
525,187,18,4519
525,188,18,3775
525,189,18,4480
525,190,18,6852
525,191,18,7225
525,192,18,5951
525,193,18,3117
525,194,18,1250
525,195,18,4611
525,196,18,4433
526,161,18,1038
526,162,18,2337
526,163,18,6900
526,164,18,8616
526,165,18,6495
526,166,18,6306
526,167,18,6960
526,168,18,5293
526,169,18,6482
526,170,18,9876
526,171,18,5593
526,172,18,8903
526,173,18,8396
526,174,18,9206
526,175,18,12122
526,176,18,9883
526,177,18,14101
526,178,18,12953
526,179,18,7219
526,180,18,5366
526,181,18,13610
526,182,18,16227
526,183,18,10861
526,184,18,13286
526,185,18,9581
526,186,18,1766
526,188,18,2891
526,189,18,7135
526,190,18,7042
526,191,18,6636
526,192,18,7983
526,193,18,4544
526,194,18,3608
526,195,18,6340
526,196,18,4488
527,158,18,1206
527,159,18,1662
527,162,18,1897
527,163,18,4721
527,164,18,4939
527,165,18,6597
527,166,18,8541
527,167,18,3398
527,168,18,6419
527,169,18,9333
527,170,18,11561
527,171,18,14374
527,172,18,8502
527,173,18,6036
527,174,18,9684
527,175,18,12998
527,176,18,13072
527,177,18,6521
527,178,18,13266
527,179,18,7385
527,180,18,1370
527,181,18,16967
527,182,18,11452
527,183,18,5586
527,184,18,14255
527,185,18,11673
527,188,18,2988
527,189,18,7206
527,190,18,3167
527,191,18,3609
527,192,18,5240
527,193,18,6002
527,194,18,3866
527,195,18,5280
527,196,18,3983
528,158,18,1404
528,159,18,3722
528,162,18,1744
528,163,18,5124
528,164,18,6039
528,165,18,4682
528,166,18,3294
528,168,18,3103
528,169,18,8696
528,170,18,12613
528,171,18,10991
528,172,18,11965
528,173,18,13307
528,174,18,7694
528,175,18,11511
528,176,18,11892
528,177,18,3151
528,178,18,12573
528,179,18,3887
528,180,18,3655
528,181,18,8211
528,182,18,6465
528,183,18,6474
528,184,18,14782
528,185,18,11080
528,186,18,7169
528,187,18,5561
528,188,18,4445
528,189,18,8668
528,190,18,8237
528,191,18,5925
528,192,18,6753
528,193,18,4080
528,194,18,5707
528,195,18,3541
528,196,18,1098
529,158,18,1341
529,159,18,2977
529,160,18,1817
529,161,18,1143
529,162,18,3215
529,163,18,6242
529,164,18,6353
529,165,18,1344
529,168,18,6142
529,169,18,7821
529,170,18,11803
529,171,18,9479
529,172,18,5045
529,173,18,10920
529,174,18,11603
529,175,18,12621
529,176,18,11903
529,177,18,4566
529,178,18,22474
529,179,18,5610
529,180,18,3241
529,181,18,8369
529,182,18,11420
529,183,18,13278
529,184,18,14652
529,185,18,15589
529,186,18,12836
529,187,18,13119
529,188,18,6074
529,189,18,5486
529,190,18,5905
529,191,18,5994
529,192,18,5646
529,193,18,4524
529,194,18,6594
529,195,18,5653
529,196,18,1306
530,158,18,2620
530,159,18,2465
530,160,18,3789
530,161,18,2363
530,162,18,2339
530,163,18,4425
530,164,18,5124
530,165,18,2467
530,166,18,3943
530,167,18,6160
530,168,18,8527
530,169,18,9184
530,170,18,7204
530,171,18,9530
530,172,18,12144
530,173,18,14334
530,174,18,13910
530,175,18,15792
530,176,18,16652
530,177,18,13746
530,178,18,7711
530,179,18,2553
530,180,18,2242
530,181,18,8255
530,182,18,17950
530,183,18,11261
530,184,18,11458
530,185,18,14956
530,186,18,16938
530,187,18,12567
530,188,18,12121
530,189,18,8536
530,190,18,6802
530,191,18,12327
530,192,18,5590
530,193,18,5882
530,194,18,3059
530,195,18,4871
530,196,18,2300
531,157,18,2857
531,158,18,1213
531,159,18,2423
531,160,18,4366
531,161,18,4514
531,162,18,2795
531,163,18,1915
531,164,18,5984
531,165,18,6198
531,166,18,12696
531,167,18,11274
531,168,18,11017
531,169,18,5989
531,170,18,4198
531,171,18,9368
531,172,18,9920
531,173,18,10185
531,174,18,10767
531,175,18,12376
531,176,18,13736
531,177,18,13741
531,178,18,15759
531,179,18,10804
531,180,18,4405
531,181,18,4482
531,182,18,13946
531,183,18,12491
531,184,18,13495
531,185,18,12359
531,186,18,13963
531,187,18,7239
531,188,18,12223
531,189,18,13597
531,190,18,14098
531,191,18,7205
531,192,18,7969
531,193,18,7431
531,194,18,5193
531,195,18,3673
531,196,18,3560
531,197,18,5208
532,155,18,2042
532,156,18,5486
532,157,18,1419
532,159,18,2259
532,160,18,2778
532,161,18,2183
532,162,18,5105
532,163,18,6298
532,164,18,8276
532,165,18,4897
532,166,18,8512
532,167,18,8870
532,168,18,10316
532,169,18,8089
532,170,18,5620
532,171,18,8467
532,172,18,7347
532,173,18,4066
532,174,18,6702
532,175,18,8415
532,176,18,11748
532,177,18,14796
532,178,18,15308
532,179,18,16708
532,180,18,3108
532,181,18,4133
532,182,18,14758
532,183,18,16162
532,184,18,15025
532,185,18,15554
532,186,18,11345
532,187,18,10067
532,188,18,10965
532,189,18,10595
532,190,18,10974
532,191,18,7373
532,192,18,6425
532,193,18,5169
532,194,18,5435
532,195,18,3301
532,196,18,3525
532,197,18,7538
532,198,18,3527
532,204,18,1511
533,154,18,1186
533,155,18,2406
533,156,18,2666
533,158,18,2010
533,159,18,1679
533,161,18,2829
533,162,18,2535
533,163,18,2514
533,164,18,4054
533,165,18,7562
533,166,18,10527
533,167,18,6047
533,168,18,8862
533,169,18,5368
533,170,18,8634
533,171,18,6421
533,172,18,1779
533,173,18,1652
533,174,18,8532
533,175,18,10905
533,176,18,13086
533,177,18,12340
533,178,18,14369
533,179,18,16253
533,180,18,2410
533,181,18,6500
533,182,18,11799
533,183,18,17312
533,184,18,13264
533,185,18,17362
533,186,18,14267
533,187,18,15515
533,188,18,14290
533,189,18,13220
533,190,18,11737
533,191,18,8265
533,192,18,9482
533,193,18,7792
533,194,18,5491
533,195,18,7911
533,196,18,6106
533,197,18,6849
533,198,18,2308
533,202,18,1055
533,203,18,2245
533,204,18,2401
534,154,18,1400
534,155,18,2051
534,156,18,2497
534,157,18,1517
534,158,18,2021
534,159,18,1639
534,160,18,2325
534,161,18,1315
534,162,18,2805
534,163,18,1568
534,165,18,2214
534,166,18,7600
534,167,18,9550
534,168,18,9205
534,169,18,6840
534,170,18,5513
534,171,18,5601
534,172,18,5304
534,173,18,6141
534,174,18,8311
534,175,18,11431
534,176,18,11645
534,177,18,11569
534,178,18,12491
534,179,18,11080
534,180,18,11849
534,181,18,17056
534,182,18,15657
534,183,18,15036
534,184,18,12537
534,185,18,15491
534,186,18,16229
534,187,18,11112
534,188,18,5660
534,189,18,5698
534,190,18,10296
534,191,18,8230
534,192,18,11777
534,193,18,11930
534,194,18,9807
534,195,18,7314
534,196,18,3094
534,197,18,5918
534,198,18,3818
534,199,18,1825
534,201,18,1064
534,202,18,4294
534,203,18,5061
535,158,18,1823
535,159,18,1350
535,161,18,1035
535,162,18,4772
535,163,18,1852
535,165,18,2177
535,166,18,3654
535,167,18,5064
535,168,18,2647
535,169,18,8652
535,170,18,8412
535,171,18,8900
535,172,18,9234
535,173,18,8458
535,174,18,4506
535,175,18,7726
535,176,18,11417
535,177,18,9842
535,178,18,8826
535,179,18,7871
535,180,18,10403
535,181,18,17246
535,182,18,17011
535,183,18,11701
535,184,18,16955
535,185,18,14615
535,186,18,7654
535,187,18,1312
535,188,18,1861
535,189,18,2178
535,190,18,3027
535,193,18,5012
535,194,18,7065
535,195,18,7990
535,196,18,6466
535,197,18,9278
535,198,18,8322
535,199,18,6624
535,200,18,3681
535,201,18,2697
535,202,18,5426
535,203,18,4276
536,158,18,1707
536,162,18,5278
536,163,18,1259
536,165,18,4314
536,166,18,2777
536,167,18,5868
536,168,18,5805
536,169,18,5681
536,170,18,2519
536,171,18,6007
536,172,18,8000
536,173,18,8957
536,174,18,8644
536,175,18,10469
536,176,18,10030
536,177,18,10413
536,178,18,9499
536,179,18,6521
536,180,18,8456
536,181,18,14233
536,182,18,12192
536,183,18,13626
536,184,18,6427
536,185,18,8166
536,186,18,1080
536,187,18,7105
536,188,18,11316
536,189,18,14327
536,190,18,9764
536,191,18,2647
536,192,18,4050
536,193,18,1214
536,196,18,1776
536,197,18,2891
536,198,18,5628
536,199,18,3636
536,200,18,3913
536,201,18,3898
536,202,18,3221
536,203,18,3584
536,204,18,4601
536,205,18,3280
536,206,18,2624
536,207,18,2694
536,209,18,1329
536,210,18,1517
537,162,18,1692
537,163,18,3947
537,164,18,2265
537,165,18,5358
537,166,18,2438
537,167,18,2185
537,168,18,2435
537,169,18,5198
537,170,18,4261
537,171,18,5778
537,172,18,5986
537,173,18,7181
537,174,18,7574
537,175,18,8233
537,176,18,11001
537,177,18,10019
537,178,18,10283
537,179,18,11627
537,180,18,6761
537,181,18,15227
537,182,18,14961
537,183,18,6862
537,184,18,1096
537,186,18,5379
537,187,18,13625
537,188,18,13493
537,189,18,11465
537,190,18,7576
537,191,18,4419
537,192,18,7272
537,193,18,5541
537,194,18,2487
537,195,18,2008
537,198,18,3645
537,199,18,1190
537,200,18,1916
537,206,18,1137
537,207,18,1507
537,208,18,2743
537,209,18,5997
537,210,18,5465
538,161,18,3369
538,162,18,5600
538,163,18,5684
538,165,18,3019
538,166,18,2900
538,167,18,2333
538,168,18,3155
538,169,18,4543
538,170,18,1607
538,171,18,5504
538,172,18,6263
538,173,18,10057
538,174,18,10569
538,175,18,7639
538,176,18,7149
538,177,18,5020
538,178,18,4905
538,179,18,5989
538,180,18,7424
538,181,18,7774
538,182,18,2078
538,183,18,4969
538,184,18,3761
538,185,18,9064
538,186,18,13220
538,187,18,12762
538,188,18,8755
538,189,18,9940
538,190,18,8624
538,191,18,6873
538,192,18,5076
538,193,18,6716
538,194,18,5495
538,199,18,1026
538,200,18,3936
538,209,18,1628
539,161,18,1582
539,164,18,2034
539,165,18,3276
539,166,18,4538
539,167,18,3791
539,168,18,5059
539,169,18,4770
539,170,18,5154
539,171,18,7289
539,172,18,6878
539,173,18,7456
539,174,18,7461
539,175,18,7128
539,176,18,2362
539,177,18,4949
539,178,18,6511
539,179,18,1501
539,181,18,5822
539,182,18,7424
539,183,18,13619
539,184,18,13232
539,185,18,14049
539,186,18,12125
539,187,18,8854
539,188,18,2809
539,189,18,2826
539,190,18,4309
539,191,18,2979
539,192,18,3013
539,193,18,3576
539,194,18,2813
539,200,18,5571
539,201,18,1009
540,165,18,1153
540,166,18,2678
540,167,18,2512
540,168,18,4465
540,169,18,5068
540,170,18,4824
540,171,18,5837
540,172,18,6210
540,173,18,6492
540,174,18,5122
540,175,18,2760
540,176,18,4303
540,177,18,7655
540,178,18,3989
540,179,18,1030
540,180,18,5580
540,181,18,12072
540,182,18,13256
540,183,18,16134
540,184,18,14966
540,185,18,12989
540,186,18,2099
540,187,18,2858
540,188,18,6744
540,189,18,6989
540,190,18,7708
540,191,18,6206
540,192,18,3267
540,193,18,2601
540,194,18,1640
540,200,18,3257
541,167,18,2201
541,168,18,5646
541,169,18,4394
541,171,18,3177
541,172,18,3229
541,173,18,3296
541,174,18,3877
541,175,18,5103
541,176,18,4722
541,177,18,7867
541,178,18,5295
541,180,18,1320
541,181,18,8943
541,182,18,11125
541,183,18,16969
541,184,18,19548
541,185,18,10103
541,186,18,2100
541,187,18,1300
541,188,18,3427
541,189,18,2114
541,190,18,3733
541,191,18,6394
541,192,18,4178
541,193,18,3933
541,194,18,2896
541,195,18,1777
542,165,18,2049
542,166,18,1877
542,167,18,4458
542,168,18,3688
542,169,18,1934
542,170,18,1842
542,171,18,5257
542,172,18,6092
542,173,18,2402
542,174,18,4073
542,175,18,6394
542,176,18,5178
542,177,18,2095
542,178,18,8732
542,179,18,3364
542,180,18,2482
542,181,18,7383
542,182,18,11275
542,183,18,15857
542,184,18,16153
542,185,18,15418
542,186,18,2781
542,187,18,5937
542,188,18,8393
542,189,18,5378
542,190,18,4528
542,191,18,3590
542,192,18,1279
542,194,18,2579
542,195,18,4021
542,196,18,3282
543,164,18,1926
543,165,18,2006
543,166,18,1404
543,167,18,3204
543,168,18,1613
543,169,18,1718
543,170,18,1928
543,171,18,5589
543,172,18,4842
543,173,18,2031
543,174,18,3136
543,175,18,4300
543,176,18,2827
543,177,18,10726
543,178,18,9090
543,179,18,3805
543,180,18,3819
543,181,18,4128
543,182,18,4320
543,183,18,6632
543,184,18,9048
543,185,18,13161
543,186,18,8065
543,187,18,5613
543,188,18,8482
543,189,18,7321
543,190,18,6387
543,191,18,2493
543,192,18,1416
543,195,18,2723
543,196,18,4824
543,197,18,4465
544,164,18,2689
544,165,18,3226
544,166,18,3183
544,167,18,4060
544,168,18,1065
544,170,18,1408
544,171,18,1885
544,172,18,4753
544,173,18,4632
544,174,18,2528
544,175,18,1987
544,177,18,6730
544,178,18,12862
544,179,18,7250
544,180,18,1919
544,183,18,11338
544,184,18,9326
544,185,18,12169
544,186,18,10918
544,187,18,10046
544,188,18,8832
544,189,18,4606
544,190,18,4336
544,191,18,7197
544,192,18,3441
544,196,18,2233
544,197,18,2699
545,163,18,1880
545,164,18,4596
545,165,18,4475
545,166,18,3699
545,167,18,3571
545,168,18,2216
545,169,18,1724
545,171,18,2716
545,172,18,4965
545,173,18,6218
545,174,18,6429
545,175,18,6460
545,176,18,4890
545,177,18,5866
545,178,18,10759
545,179,18,2741
545,180,18,3190
545,183,18,6474
545,184,18,8419
545,185,18,7934
545,186,18,8122
545,187,18,10548
545,188,18,5260
545,189,18,1827
545,191,18,3602
545,192,18,4842
546,163,18,2016
546,164,18,4270
546,165,18,3680
546,166,18,4054
546,167,18,4119
546,168,18,4800
546,169,18,4681
546,170,18,1576
546,171,18,4269
546,172,18,4505
546,173,18,3546
546,174,18,5643
546,175,18,5325
546,176,18,5591
546,177,18,3102
546,178,18,7792
546,179,18,5638
546,180,18,5895
546,182,18,1941
546,183,18,5304
546,184,18,6265
546,185,18,6833
546,186,18,6020
546,187,18,8470
546,188,18,5676
546,192,18,5029
546,193,18,1072
547,165,18,2185
547,166,18,5082
547,167,18,3559
547,168,18,4899
547,169,18,1143
547,170,18,1778
547,171,18,1717
547,172,18,4286
547,173,18,4913
547,174,18,3300
547,175,18,4149
547,176,18,7453
547,177,18,5542
547,178,18,3493
547,179,18,8537
547,180,18,5941
547,181,18,3617
547,183,18,2747
547,184,18,7872
547,185,18,7921
547,186,18,9207
547,187,18,7906
547,188,18,8361
547,189,18,3498
548,171,18,1263
548,172,18,1390
548,173,18,3331
548,174,18,4241
548,175,18,5123
548,176,18,5810
548,177,18,6106
548,178,18,3839
548,179,18,3856
548,183,18,3181
548,184,18,7064
548,185,18,7770
548,186,18,8049
548,187,18,5630
548,188,18,5176
548,189,18,2468
549,173,18,2351
549,174,18,2735
549,175,18,4438
549,176,18,4190
549,177,18,5562
549,178,18,6191
549,179,18,2242
549,183,18,5077
549,184,18,8646
549,185,18,7330
549,186,18,6050
549,187,18,3096
549,188,18,1717
549,189,18,3105
549,190,18,3733
549,191,18,4989
549,192,18,1468
550,168,18,3409
550,169,18,2986
550,171,18,1603
550,172,18,1892
550,173,18,1157
550,174,18,1765
550,175,18,3493
550,176,18,5794
550,177,18,5492
550,178,18,4367
550,183,18,2843
550,184,18,5416
550,185,18,2535
550,186,18,2940
550,187,18,3984
550,188,18,5980
550,189,18,5450
550,190,18,5740
550,191,18,6097
550,192,18,1898
551,168,18,3856
551,169,18,2539
551,170,18,1791
